iata_code,type,name,lat,lon,elevation_ft,iso_region,municipality,icao_code,home_link,wikipedia_link
BTM,medium_airport,Bert Mooney Airport,45.95479965209961,-112.49700164794922,5550.0,US-MT,Butte,KBTM,,http://en.wikipedia.org/wiki/Bert_Mooney_Airport
BTV,medium_airport,Burlington International Airport,44.471900939899996,-73.15329742429998,335.0,US-VT,Burlington,KBTV,http://www.vermontairports.com/btv.html,http://en.wikipedia.org/wiki/Burlington_International_Airport
BUR,medium_airport,Bob Hope Airport,34.200698852539055,-118.35900115966795,778.0,US-CA,Burbank,KBUR,,
BFP,medium_airport,Beaver County Airport,40.7724990845,-80.39140319820001,1253.0,US-PA,Beaver Falls,KBVI,,http://en.wikipedia.org/wiki/Beaver_County_Airport
BVY,medium_airport,Beverly Municipal Airport,42.5842018127,-70.91649627689999,107.0,US-MA,Beverly,KBVY,http://www.beverlyairport.com/,http://en.wikipedia.org/wiki/Beverly_Municipal_Airport
BWG,medium_airport,Bowling Green Warren County Regional Airport,36.9645004272,-86.41970062259999,547.0,US-KY,Bowling Green,KBWG,,http://en.wikipedia.org/wiki/Bowling_Green-Warren_County_Regional_Airport
BYH,medium_airport,Arkansas International Airport,35.9642982483,-89.94400024410002,254.0,US-AR,Blytheville,KBYH,,http://en.wikipedia.org/wiki/Arkansas_International_Airport
BYI,medium_airport,Burley Municipal Airport,42.5425987244,-113.77200317399999,4150.0,US-ID,Burley,KBYI,http://burleyidaho.org/city-of-burley/airport/,http://en.wikipedia.org/wiki/Burley_Municipal_Airport
BYS,medium_airport,Bicycle Lake Army Air Field,35.2804985046,-116.629997253,2350.0,US-CA,Fort Irwin/Barstow,KBYS,,http://en.wikipedia.org/wiki/Bicycle_Lake_Army_Airfield
BZN,medium_airport,Gallatin Field,45.77750015,-111.15299990000001,4473.0,US-MT,Bozeman,KBZN,,http://en.wikipedia.org/wiki/Gallatin_Field_Airport
CAK,medium_airport,Akron Canton Regional Airport,40.916099548339844,-81.44219970703125,1228.0,US-OH,Akron,KCAK,,http://en.wikipedia.org/wiki/Akron-Canton_Regional_Airport
CAR,medium_airport,Caribou Municipal Airport,46.8714981079,-68.0178985596,626.0,US-ME,Caribou,KCAR,,http://en.wikipedia.org/wiki/Caribou_Municipal_Airport
CCY,medium_airport,Northeast Iowa Regional Airport,43.072601318400004,-92.61080169680001,1125.0,US-IA,Charles City,KCCY,,http://en.wikipedia.org/wiki/Northeast_Iowa_Regional_Airport
CDC,medium_airport,Cedar City Regional Airport,37.70100021362305,-113.0989990234375,5622.0,US-UT,Cedar City,KCDC,,http://en.wikipedia.org/wiki/Cedar_City_Regional_Airport
CDR,medium_airport,Chadron Municipal Airport,42.837600708000004,-103.095001221,3297.0,US-NE,Chadron,KCDR,,http://en.wikipedia.org/wiki/Chadron_Municipal_Airport
CDS,medium_airport,Childress Municipal Airport,34.4337997437,-100.288002014,1954.0,US-TX,Childress,KCDS,,http://en.wikipedia.org/wiki/Childress_Municipal_Airport
CEC,medium_airport,Jack Mc Namara Field Airport,41.78020096,-124.23699950000001,61.0,US-CA,Crescent City,KCEC,,http://en.wikipedia.org/wiki/Del_Norte_County_Airport
CEF,medium_airport,Westover ARB/Metropolitan Airport,42.19400024,-72.53479767,241.0,US-MA,Springfield/Chicopee,KCEF,,http://en.wikipedia.org/wiki/Westover_Air_Reserve_Base/Metropolitan_Airport
CEW,medium_airport,Bob Sikes Airport,30.778799056999997,-86.522102356,213.0,US-FL,Crestview,KCEW,http://www.flycew.com/,http://en.wikipedia.org/wiki/Bob_Sikes_Airport
CGF,medium_airport,Cuyahoga County Airport,41.5651016235,-81.4863967896,879.0,US-OH,Cleveland,KCGF,http://publicworks.cuyahogacounty.us/en-US/County-Airport.aspx,http://en.wikipedia.org/wiki/Cuyahoga_County_Airport
CGI,medium_airport,Cape Girardeau Regional Airport,37.22529983520508,-89.57080078125,342.0,US-MO,Cape Girardeau,KCGI,,http://en.wikipedia.org/wiki/Cape_Girardeau_Regional_Airport
CHO,medium_airport,Charlottesville Albemarle Airport,38.13859939575195,-78.4529037475586,639.0,US-VA,Charlottesville,KCHO,,http://en.wikipedia.org/wiki/Charlottesville-Albemarle_Airport
CIU,medium_airport,Chippewa County International Airport,46.25080108642578,-84.47239685058594,800.0,US-MI,Sault Ste Marie,KCIU,,http://en.wikipedia.org/wiki/Chippewa_County_International_Airport
CKB,medium_airport,North Central West Virginia Airport,39.2966003418,-80.2281036377,1217.0,US-WV,Clarksburg,KCKB,,http://en.wikipedia.org/wiki/Harrison/Marion_Regional_Airport
CLL,medium_airport,Easterwood Field,30.58860016,-96.36380005,320.0,US-TX,College Station,KCLL,,http://en.wikipedia.org/wiki/Easterwood_Airport
CLM,medium_airport,William R Fairchild International Airport,48.120201110839844,-123.5,291.0,US-WA,Port Angeles,KCLM,,http://en.wikipedia.org/wiki/William_R._Fairchild_International_Airport
CMI,medium_airport,University of Illinois Willard Airport,40.03919983,-88.27809906,755.0,US-IL,Champaign/Urbana,KCMI,,http://en.wikipedia.org/wiki/University_of_Illinois_Willard_Airport
CMX,medium_airport,Houghton County Memorial Airport,47.16839981079102,-88.48909759521484,1095.0,US-MI,Hancock,KCMX,,http://en.wikipedia.org/wiki/Houghton_County_Memorial_Airport
CNM,medium_airport,Cavern City Air Terminal,32.337501525878906,-104.26300048828124,3295.0,US-NM,Carlsbad,KCNM,,http://en.wikipedia.org/wiki/Cavern_City_Air_Terminal
CNU,medium_airport,Chanute Martin Johnson Airport,37.668800354,-95.4850997925,1002.0,US-KS,Chanute,KCNU,http://www.chanute.org/index.aspx?NID=65,http://en.wikipedia.org/wiki/Chanute_Martin_Johnson_Airport
COD,medium_airport,Yellowstone Regional Airport,44.520198822,-109.024002075,5102.0,US-WY,Cody,KCOD,http://www.flyyra.com/,http://en.wikipedia.org/wiki/Yellowstone_Regional_Airport
COE,medium_airport,Coeur D'Alene - Pappy Boyington Field,47.77429962,-116.8199997,2320.0,US-ID,Coeur d'Alene,KCOE,http://www.cdaairport.com/,http://en.wikipedia.org/wiki/Coeur_d'Alene_Airport
COF,medium_airport,Patrick Air Force Base,28.2348995209,-80.6100997925,8.0,US-FL,Cocoa Beach,KCOF,http://www.patrick.af.mil/,http://en.wikipedia.org/wiki/Patrick_Air_Force_Base
CON,medium_airport,Concord Municipal Airport,43.20270157,-71.50229645,342.0,US-NH,Concord,KCON,http://www.concordnh.gov/facilities/facility/details/Concord-Municipal-Airport-31,http://en.wikipedia.org/wiki/Concord_Municipal_Airport
COU,medium_airport,Columbia Regional Airport,38.81809997558594,-92.21959686279295,889.0,US-MO,Columbia,KCOU,,http://en.wikipedia.org/wiki/Columbia_Regional_Airport
CRE,medium_airport,Grand Strand Airport,33.811698913600004,-78.72389984130002,32.0,US-SC,North Myrtle Beach,KCRE,,http://en.wikipedia.org/wiki/Grand_Strand_Airport
CRG,medium_airport,Jacksonville Executive at Craig Airport,30.3362998962,-81.51439666750002,41.0,US-FL,Jacksonville,KCRG,http://www.flyjacksonville.com/content.aspx?id=86,http://en.wikipedia.org/wiki/Jacksonville_Executive_at_Craig_Airport
CLD,medium_airport,Mc Clellan-Palomar Airport,33.12829971,-117.27999879999999,331.0,US-CA,Carlsbad,KCRQ,,http://en.wikipedia.org/wiki/McClellan-Palomar_Airport
CSG,medium_airport,Columbus Metropolitan Airport,32.516300201416016,-84.93890380859375,397.0,US-GA,Columbus,KCSG,,http://en.wikipedia.org/wiki/Columbus_Metropolitan_Airport
CSV,medium_airport,Crossville Memorial Whitson Field,35.9513015747,-85.08499908450001,1881.0,US-TN,Crossville,KCSV,http://www.crossvilletn.gov/index.php/departments/airport,
CTB,medium_airport,Cut Bank International Airport,48.6083984375,-112.375999451,3854.0,US-MT,Cut Bank,KCTB,http://www.cutbankairport.org/,http://en.wikipedia.org/wiki/Cut_Bank_Municipal_Airport
CUB,medium_airport,Jim Hamilton L.B. Owens Airport,33.970500946,-80.9952011108,193.0,US-SC,Columbia,KCUB,http://www.columbiasouthcarolina.com/owens.html,http://en.wikipedia.org/wiki/Jim_Hamilton_%E2%80%93_L.B._Owens_Airport
CVO,medium_airport,Corvallis Municipal Airport,44.49720001,-123.29000090000001,250.0,US-OR,Corvallis,KCVO,http://www.corvallisoregon.gov/index.aspx?page=160,http://en.wikipedia.org/wiki/Corvallis_Municipal_Airport
CWA,medium_airport,Central Wisconsin Airport,44.7775993347,-89.6668014526,1277.0,US-WI,Mosinee,KCWA,,
CXO,medium_airport,Conroe-North Houston Regional Airport,30.351801000000002,-95.414497,245.0,US-TX,Houston,KCXO,https://web.archive.org/web/20160301220928/http://www.lonestarairport.org:80/,http://en.wikipedia.org/wiki/Lone_Star_Executive_Airport
CYS,medium_airport,Cheyenne Regional Jerry Olson Field,41.15570068,-104.81199649999999,6159.0,US-WY,Cheyenne,KCYS,,http://en.wikipedia.org/wiki/Cheyenne_Regional_Airport
DAA,medium_airport,Davison Army Air Field,38.715000152600005,-77.1809997559,73.0,US-VA,Fort Belvoir,KDAA,,http://en.wikipedia.org/wiki/Davison_Army_Airfield
DAG,medium_airport,Barstow Daggett Airport,34.85369873,-116.78700259999998,1930.0,US-CA,Daggett,KDAG,,http://en.wikipedia.org/wiki/Barstow-Daggett_Airport
DAN,medium_airport,Danville Regional Airport,36.572898864746094,-79.33609771728516,571.0,US-VA,Danville,KDAN,,
DDC,medium_airport,Dodge City Regional Airport,37.76340103149414,-99.9655990600586,2594.0,US-KS,Dodge City,KDDC,,http://en.wikipedia.org/wiki/Dodge_City_Regional_Airport
DEC,medium_airport,Decatur Airport,39.83459854125977,-88.8656997680664,682.0,US-IL,Decatur,KDEC,,http://en.wikipedia.org/wiki/Decatur_Airport
DET,medium_airport,Coleman A. Young Municipal Airport,42.40919876,-83.00990295,626.0,US-MI,Detroit,KDET,,http://en.wikipedia.org/wiki/Coleman_A._Young_International_Airport
DHN,medium_airport,Dothan Regional Airport,31.3213005065918,-85.44960021972656,401.0,US-AL,Dothan,KDHN,,http://en.wikipedia.org/wiki/Dothan_Regional_Airport
DHT,medium_airport,Dalhart Municipal Airport,36.0225982666,-102.54699707,3991.0,US-TX,Dalhart,KDHT,,http://en.wikipedia.org/wiki/Dalhart_Municipal_Airport
DIK,medium_airport,Dickinson Theodore Roosevelt Regional Airport,46.7974014282,-102.80200195299999,2592.0,US-ND,Dickinson,KDIK,http://dickinsonairport.com/,http://en.wikipedia.org/wiki/Dickinson_Theodore_Roosevelt_Regional_Airport
DLS,medium_airport,Columbia Gorge Regional the Dalles Municipal Airport,45.618499755900004,-121.166999817,247.0,US-OR,The Dalles,KDLS,http://www.columbiagorgeairport.com/,http://en.wikipedia.org/wiki/Columbia_Gorge_Regional_Airport
DMA,medium_airport,Davis Monthan Air Force Base,32.1665000916,-110.883003235,2704.0,US-AZ,Tucson,KDMA,,http://en.wikipedia.org/wiki/Davis-Monthan_Air_Force_Base
DMN,medium_airport,Deming Municipal Airport,32.262298584,-107.721000671,4314.0,US-NM,Deming,KDMN,http://www.cityofdeming.org/deming-community/municipal-airport,http://en.wikipedia.org/wiki/Deming_Municipal_Airport
DNL,medium_airport,Daniel Field,33.4664993286,-82.0393981934,423.0,US-GA,Augusta,KDNL,http://www.augustaga.gov/index.aspx?NID=486,http://en.wikipedia.org/wiki/Daniel_Field
DPA,medium_airport,Dupage Airport,41.90779877,-88.24859619,759.0,US-IL,Chicago/West Chicago,KDPA,http://www.dupageairport.com/,http://en.wikipedia.org/wiki/DuPage_Airport
DRA,medium_airport,Desert Rock Airport,36.6194,-116.032997,3314.0,US-NV,Mercury,KDRA,,http://en.wikipedia.org/wiki/Desert_Rock_Airport
DRI,medium_airport,Beauregard Regional Airport,30.8316993713,-93.3398971558,202.0,US-LA,De Ridder,KDRI,,http://en.wikipedia.org/wiki/Beauregard_Regional_Airport
DRT,medium_airport,Del Rio International Airport,29.3742008209,-100.92700195299999,1002.0,US-TX,Del Rio,KDRT,http://www.cityofdelrio.com/index.aspx?NID=412,http://en.wikipedia.org/wiki/Del_Rio_International_Airport
DUG,medium_airport,Bisbee Douglas International Airport,31.4689998627,-109.60399627700001,4154.0,US-AZ,Douglas Bisbee,KDUG,http://www.azdot.gov/mpd/airport_development/airports/airports_list.asp?FAA=DUG,http://en.wikipedia.org/wiki/Bisbee-Douglas_International_Airport
DUJ,medium_airport,DuBois Regional Airport,41.17829895,-78.8986969,1817.0,US-PA,Dubois,KDUJ,,http://en.wikipedia.org/wiki/DuBois_Regional_Airport
EAT,medium_airport,Pangborn Memorial Airport,47.3988990784,-120.20700073200001,1249.0,US-WA,Wenatchee,KEAT,http://www.pangbornairport.com/,http://en.wikipedia.org/wiki/Pangborn_Memorial_Airport
EAU,medium_airport,Chippewa Valley Regional Airport,44.86579895019531,-91.48429870605469,913.0,US-WI,Eau Claire,KEAU,,http://en.wikipedia.org/wiki/Chippewa_Valley_Regional_Airport
ECG,medium_airport,Elizabeth City Regional Airport & Coast Guard Air Station,36.26060104,-76.17459869,12.0,US-NC,Elizabeth City,KECG,http://www.ecgairport.com/,http://en.wikipedia.org/wiki/Elizabeth_City_Regional_Airport
ECP,medium_airport,Northwest Florida Beaches International Airport,30.357105999999998,-85.79541400000001,69.0,US-FL,Panama City Beach,KECP,http://iflybeaches.com,http://en.wikipedia.org/wiki/Northwest_Florida_Beaches_International_Airport
EED,medium_airport,Needles Airport,34.7663002014,-114.62300109899999,983.0,US-CA,Needles,KEED,http://cms.sbcounty.gov/airports/Airports/Needles.aspx,http://en.wikipedia.org/wiki/Needles_Airport
EEN,medium_airport,Dillant Hopkins Airport,42.898399353027344,-72.27079772949219,488.0,US-NH,Keene,KEEN,,http://en.wikipedia.org/wiki/Dillant-Hopkins_Airport
EFD,medium_airport,Ellington Airport,29.6072998047,-95.15879821780001,32.0,US-TX,Houston,KEFD,,http://en.wikipedia.org/wiki/Ellington_Airport_(Texas)
