iata_code,type,name,lat,lon,elevation_ft,iso_region,municipality,icao_code,home_link,wikipedia_link
SOL,small_airport,Solomon State Field,64.5605,-164.4457,25.0,US-AK,Solomon,AK26,,
HED,small_airport,Herendeen Bay Airport,55.801399231000005,-160.899002075,20.0,US-AK,Herendeen Bay,AK33,,
TWE,small_airport,Taylor Airport,65.6792984009,-164.798995972,440.0,US-AK,Taylor,AK49,,
LNI,small_airport,Lonely Air Station,70.91069794,-153.2420044,17.0,US-AK,Lonely,PALN,,http://en.wikipedia.org/wiki/Lonely_Air_Station
CDL,small_airport,Candle 2 Airport,65.907699585,-161.92599487299998,15.0,US-AK,Candle,AK75,,
BSZ,small_airport,Bartletts Airport,58.2162017822,-157.352005005,50.0,US-AK,Egegik,AK96,,
BSW,small_airport,Boswell Bay Airport,60.4230995178,-146.145996094,230.0,US-AK,Boswell Bay,AK97,,http://en.wikipedia.org/wiki/Boswell_Bay_Airport
TGE,small_airport,Sharpe Field,32.4919013977,-85.77559661869999,253.0,US-AL,Tuskegee,AL73,,http://en.wikipedia.org/wiki/Sharpe_Field
AQY,small_airport,Girdwood Airport,60.966099,-149.12600700000002,150.0,US-AK,Girdwood,,,https://en.wikipedia.org/wiki/Girdwood_Airport
BKG,small_airport,Branson Airport,36.532082,-93.200544,1302.0,US-MO,Branson,KBBG,http://flybranson.com/,http://en.wikipedia.org/wiki/Branson_Airport
ILL,small_airport,Willmar Municipal -John L Rice Field,45.11769867,-95.13040161,1126.0,US-MN,Willmar,KBDH,http://www.willmarmn.gov/residents/travel-transportation/airport,http://en.wikipedia.org/wiki/Willmar_Municipal_Airport
BOK,small_airport,Brookings Airport,42.0746,-124.290001,459.0,US-OR,Brookings,KBOK,,http://en.wikipedia.org/wiki/Brookings_Airport
BYA,small_airport,Boundary Airport,64.0783004761,-141.113006592,2940.0,US-AK,Boundary,BYA,,
CHP,small_airport,Circle Hot Springs Airport,65.485496521,-144.61099243200002,956.0,US-AK,Circle Hot Springs,CHP,,http://en.wikipedia.org/wiki/Circle_Hot_Springs_Airport
CKD,small_airport,Crooked Creek Airport,61.867900848400005,-158.13499450700002,178.0,US-AK,Crooked Creek,CJX,,http://en.wikipedia.org/wiki/Crooked_Creek_Airport
CKR,small_airport,Crane Island Airstrip,48.5978,-122.9979,108.0,US-WA,Crane Island,,,
CKU,small_airport,Cordova Municipal Airport,60.5438995361,-145.727005005,12.0,US-AK,Cordova,CKU,,http://en.wikipedia.org/wiki/Cordova_Municipal_Airport
CKX,small_airport,Chicken Airport,64.0712966919,-141.95199585,1640.0,US-AK,Chicken,CKX,,
HLI,small_airport,Hollister Municipal Airport,36.8932991028,-121.41000366200001,230.0,US-CA,Hollister,KCVH,http://www.hollister.ca.gov/site/html/gov/office/airport.asp,http://en.wikipedia.org/wiki/Hollister_Municipal_Airport
CXC,small_airport,Chitina Airport,61.582901001,-144.427001953,556.0,US-AK,Chitina,CXC,,
CZK,small_airport,Cascade Locks State Airport,45.6768989563,-121.87899780299999,151.0,US-OR,Cascade Locks,KCZK,http://www.oregon.gov/Aviation/pages/warning.aspx#Cascade_Locks,http://en.wikipedia.org/wiki/Cascade_Locks_State_Airport
CZN,small_airport,Chisana Airport,62.071201324499995,-142.04800415,3318.0,US-AK,Chisana,CZN,,http://en.wikipedia.org/wiki/Chisana_Airport
CZO,small_airport,Chistochina Airport,62.5634994507,-144.66900634799998,1850.0,US-AK,Chistochina,CZO,,
DJN,small_airport,Delta Junction Airport,64.0503997803,-145.716995239,1150.0,US-AK,Delta Junction,D66,,http://en.wikipedia.org/wiki/Delta_Junction_Airport
DCK,small_airport,Dahl Creek Airport,66.9432983398,-156.904998779,260.0,US-AK,Dahl Creek,DCK,,
RGR,small_airport,Ranger Municipal Airport,32.452598571799996,-98.68280029299999,1470.0,US-TX,Ranger,F23,,
FLT,small_airport,Flat Airport,62.4525985718,-157.988998413,309.0,US-AK,Flat,FLT,,
FXM,small_airport,Flaxman Island Airstrip,70.1895,-146.0209,20.0,US-AK,Flaxman Island,,,
GAB,small_airport,Gabbs Airport,38.92409896850001,-117.958999634,4700.0,US-NV,Gabbs,KGAB,,http://en.wikipedia.org/wiki/Gabbs_Airport
GFD,small_airport,Pope Field,39.7902984619,-85.7360992432,895.0,US-IN,Greenfield,KGFD,,http://en.wikipedia.org/wiki/Pope_Field_(Indiana)
GNU,small_airport,Goodnews Airport,59.117401123,-161.57699585,15.0,US-AK,Goodnews,GNU,,http://en.wikipedia.org/wiki/Goodnews_Airport
GMT,small_airport,Granite Mountain Air Station,65.40209961,-161.28100590000003,1313.0,US-AK,Granite Mountain,PAGZ,,http://en.wikipedia.org/wiki/Granite_Mountain_Air_Station
GVE,small_airport,Gordonsville Municipal Airport,38.15599823,-78.16580200199999,454.0,US-VA,Gordonsville,KGVE,http://www.townofgordonsville.org/index.aspx?nid=125,
HAY,small_airport,Haycock Airport,65.20099639889999,-161.156997681,175.0,US-AK,Haycock,HAY,,http://en.wikipedia.org/wiki/Haycock_Airport
HPV,small_airport,Princeville Airport,22.2091999054,-159.445999146,344.0,US-HI,Hanalei,HI01,,http://en.wikipedia.org/wiki/Princeville_Airport
HKB,small_airport,Healy Lake Airport,63.9958,-144.6926,1180.0,US-AK,Healy Lake,,,http://en.wikipedia.org/wiki/Healy_Lake_Airport
HNE,small_airport,Tahneta Pass Airport,61.9014015198,-147.304000854,2960.0,US-AK,Tahneta Pass Lodge,PAHE,,
HOP,small_airport,Hoppe Airspray,42.257036,-92.835475,,US-IA,Beaman,HOPA,,
JLA,small_airport,Quartz Creek Airport,60.48270034789999,-149.718994141,450.0,US-AK,Cooper Landing,JLA,,
AMK,small_airport,Animas Air Park,37.2032012939,-107.869003296,6684.0,US-CO,Durango,,http://www.websmart66.net/cgi-bin/p/w66p-airportinfo.cgi?d=greggs-flying-service,http://en.wikipedia.org/wiki/Animas_Air_Park
BDX,small_airport,Broadus Airport,45.47249985,-105.4540024,3280.0,US-MT,Broadus,00F,,http://en.wikipedia.org/wiki/Broadus_Airport
EUE,small_airport,Eureka Airport,39.6041984558,-116.004997253,5954.0,US-NV,Eureka,05U,,http://en.wikipedia.org/wiki/Eureka_Airport_(Nevada)
KPT,small_airport,Jackpot Airport/Hayden Field,41.97600173949999,-114.657997131,5213.0,US-NV,Jackpot,06U,,http://en.wikipedia.org/wiki/Jackpot_Airport
RLA,small_airport,Rolla Downtown Airport,37.93569946289063,-91.8134994506836,987.0,US-MO,Rolla,K07,,
FID,small_airport,Elizabeth Field,41.25130081179999,-72.0316009521,9.0,US-NY,Fishers Island,0B8,https://www.dot.ny.gov/divisions/operating/opdm/aviation/repository/air_dir2/Elizabeth-revised.pdf,http://en.wikipedia.org/wiki/Elizabeth_Field
HUD,small_airport,Humboldt Municipal Airport,42.7360992432,-94.2452011108,1093.0,US-IA,Humboldt,0K7,http://www.iowadot.gov/aviation/airports/AirportIntermediate.aspx?FAACode=0K7,http://en.wikipedia.org/wiki/Humboldt_Municipal_Airport_(Iowa)
TWD,small_airport,Jefferson County International Airport,48.053798675500005,-122.81099700899999,108.0,US-WA,Port Townsend,K0S9,http://www.portofpt.com/airport.htm,http://en.wikipedia.org/wiki/Jefferson_County_International_Airport
HCC,small_airport,Columbia County Airport,42.2913017273,-73.7102966309,198.0,US-NY,Hudson,1B1,,http://en.wikipedia.org/wiki/Columbia_County_Airport
AHD,small_airport,Ardmore Downtown Executive Airport,34.1469993591,-97.1227035522,844.0,US-OK,Ardmore,,,http://en.wikipedia.org/wiki/Ardmore_Downtown_Executive_Airport
GCW,small_airport,Grand Canyon West Airport,35.990398407,-113.816001892,4825.0,US-AZ,Peach Springs,K1G4,,http://en.wikipedia.org/wiki/Grand_Canyon_West_Airport
CKE,small_airport,Lampson Field,38.990600585900005,-122.90100097700001,1379.0,US-CA,Lakeport,1O2,http://lakecountyairmen.mymcn.org/index.html,http://en.wikipedia.org/wiki/Lampson_Field
ROF,small_airport,Montague-Yreka Rohrer Field,41.7304000854,-122.54599762,2527.0,US-CA,Montague,K1O5,http://www.ci.montague.ca.us/rohrerfield.html,http://en.wikipedia.org/wiki/Montague_Airport_(California)
CNE,small_airport,Fremont County Airport,38.4280014038,-105.10600280799999,5439.0,US-CO,Cañon City,1V6,http://www.fremontco.com/airport/,
COP,small_airport,Cooperstown-Westville Airport,42.6291999817,-74.89099884030001,1260.0,US-NY,Cooperstown,K23,,http://en.wikipedia.org/wiki/Cooperstown-Westville_Airport
CIL,small_airport,Council Airport,64.89790344240001,-163.70300293,85.0,US-AK,Council,K29,,http://en.wikipedia.org/wiki/Council_Airport
IRB,small_airport,Iraan Municipal Airport,30.905700683600003,-101.89199829100001,2200.0,US-TX,Iraan,,,
GNF,small_airport,Gansner Field,39.943901061999995,-120.944999695,3415.0,US-CA,Quincy,K2O1,,http://en.wikipedia.org/wiki/Gansner_Field
CHZ,small_airport,Chiloquin State Airport,42.579440493,-121.87906265299999,4217.0,US-OR,Chiloquin,K2S7,,http://en.wikipedia.org/wiki/Chiloquin_State_Airport
LTW,small_airport,St. Mary's County Regional Airport,38.3153991699,-76.5501022339,142.0,US-MD,Leonardtown,2W6,,http://en.wikipedia.org/wiki/St._Mary's_County_Regional_Airport
AHF,small_airport,Arapahoe Municipal Airport,40.3395004272,-99.90650177,2270.0,US-NE,Arapahoe,,,http://en.wikipedia.org/wiki/Arapahoe_Municipal_Airport
PCT,small_airport,Princeton Airport,40.3992004395,-74.6588973999,128.0,US-NJ,Princeton/Rocky Hill,39N,http://www.princetonairport.com/recent-history/,http://en.wikipedia.org/wiki/Princeton_Airport_(New_Jersey)
CTO,small_airport,Calverton Executive Airpark,40.9151000977,-72.7919006348,75.0,US-NY,Calverton,3C8,,http://en.wikipedia.org/wiki/Calverton_Executive_Airpark
NRI,small_airport,Grand Lake Regional Airport,36.577598571777,-94.86190032959,792.0,US-OK,Afton,3O9,http://www.thelandingsgrandlake.com/airport.htm,https://en.wikipedia.org/wiki/Grand_Lake_Regional_Airport
GTP,small_airport,Grants Pass Airport,42.510101,-123.38799999999999,1126.0,US-OR,Grants Pass,KSXT,,http://en.wikipedia.org/wiki/Grants_Pass_Airport
NLE,small_airport,Jerry Tyler Memorial Airport,41.835899353027,-86.225196838379,750.0,US-MI,Niles,3TR,http://www.ci.niles.mi.us/deptsandservices/dpw/JerryTylerMemorialAirport.htm,https://en.wikipedia.org/wiki/Jerry_Tyler_Memorial_Airport
GCD,small_airport,Grand Coulee Dam Airport,47.922000885,-119.083000183,1588.0,US-WA,Electric City,3W7,http://www.wsdot.wa.gov/aviation/AllStateAirports/ElectricCity_GrandCouleeDam.htm,
VLE,small_airport,Valle Airport,35.65060043335,-112.14800262451,5999.0,US-AZ,Grand Canyon,40G,http://www.valleairport.com/,https://en.wikipedia.org/wiki/Valle_Airport
FPY,small_airport,Perry-Foley Airport,30.0692997,-83.58059692,44.0,US-FL,Perry,40J,http://taylorcountygov.com/airport/index.htm,http://en.wikipedia.org/wiki/Perry-Foley_Airport
NTJ,small_airport,Manti-Ephraim Airport,39.32910156,-111.6149979,5500.0,US-UT,Manti,41U,,
SBO,small_airport,Salina Gunnison Airport,39.0290985107,-111.83799743700001,5159.0,US-UT,Salina,44U,http://www.gunnisoncity.org/airport.htm,http://en.wikipedia.org/wiki/Salina-Gunnison_Airport
JVI,small_airport,Central Jersey Regional Airport,40.5243988037,-74.59839630130001,86.0,US-NJ,Manville,47N,http://www.centraljerseyairport.com/,http://en.wikipedia.org/wiki/Central_Jersey_Regional_Airport
UCE,small_airport,Eunice Airport,30.466299057007,-92.423797607422,42.0,US-LA,Eunice,4R7,,
GOL,small_airport,Gold Beach Municipal Airport,42.41339874,-124.42400359999999,20.0,US-OR,Gold Beach,K4S1,http://www.portofgoldbeach.com/Airport.htm,http://en.wikipedia.org/wiki/Gold_Beach_Municipal_Airport
KKT,small_airport,Kentland Municipal Airport,40.758701324499995,-87.42819976810001,698.0,US-IN,Kentland,50I,,http://en.wikipedia.org/wiki/Kentland_Municipal_Airport
PRW,small_airport,Prentice Airport,45.542999,-90.279297,1578.0,US-WI,Prentice,,http://vil.prentice.wi.gov/departments/airport/,https://en.wikipedia.org/wiki/Prentice_Airport
EGP,small_airport,Maverick County Memorial International Airport,28.85720062,-100.512001,887.0,US-TX,Eagle Pass,5T9,,http://en.wikipedia.org/wiki/Maverick_County_Memorial_International_Airport
BLD,small_airport,Boulder City Municipal Airport,35.9474983215,-114.861000061,2201.0,US-NV,Boulder City,KBVU,,http://en.wikipedia.org/wiki/Boulder_City_Municipal_Airport
MFH,small_airport,Mesquite Airport,36.83499908,-114.0550003,1978.0,US-NV,Mesquite,67L,http://www.cityofmesquite.com/457/Airport-Mesquite-Metro-Airport,http://en.wikipedia.org/wiki/Mesquite_Airport
ECA,small_airport,Iosco County Airport,44.312801,-83.422302,606.0,US-MI,East Tawas,,http://www.us23heritageroute.org/location.asp?ait=av&aid=839,
FMU,small_airport,Florence Municipal Airport,43.98279953,-124.111000061,51.0,US-OR,Florence,,http://www.ci.florence.or.us/airport,http://en.wikipedia.org/wiki/Florence_Municipal_Airport
OTS,small_airport,Anacortes Airport,48.498999999999995,-122.662003,241.0,US-WA,Anacortes,,,http://en.wikipedia.org/wiki/Anacortes_Airport
ROL,small_airport,Roosevelt Municipal Airport,40.278301,-110.05100300000001,5172.0,US-UT,Roosevelt,,http://www.rooseveltcity.com/164/Airport,
WPO,small_airport,North Fork Valley Airport,38.831699371300004,-107.64600372299999,5798.0,US-CO,Paonia,K7V2,,
ATE,small_airport,Antlers Municipal Airport,34.1926002502,-95.6499023438,575.0,US-OK,Antlers,80F,,http://en.wikipedia.org/wiki/Antlers_Municipal_Airport
QWG,small_airport,Wilgrove Air Park,35.2137985229,-80.67009735110001,799.0,US-NC,Charlotte,K8A6,http://www.wilgroveairport.net/,http://en.wikipedia.org/wiki/Wilgrove_Air_Park
ASQ,small_airport,Austin Airport,39.4679985046,-117.194999695,5730.0,US-NV,Austin,KTMT,,http://en.wikipedia.org/wiki/Austin_Airport
AAF,small_airport,Apalachicola Regional Airport,29.72750092,-85.02749634,20.0,US-FL,Apalachicola,KAAF,,http://en.wikipedia.org/wiki/Apalachicola_Municipal_Airport
ACB,small_airport,Antrim County Airport,44.988602,-85.198402,623.0,US-MI,Bellaire,KACB,,https://en.wikipedia.org/wiki/Antrim_County_Airport
ADG,small_airport,Lenawee County Airport,41.8676986694,-84.07730102539998,798.0,US-MI,Adrian,KADG,,http://en.wikipedia.org/wiki/Lenawee_County_Airport
ADT,small_airport,Ada Regional Airport,34.804297999999996,-96.67130300000001,1016.0,US-OK,Ada,KADH,,http://en.wikipedia.org/wiki/Ada_Municipal_Airport
ADM,small_airport,Ardmore Municipal Airport,34.30301,-97.01963420000001,777.0,US-OK,Ardmore,KADM,,http://en.wikipedia.org/wiki/Ardmore_Municipal_Airport
ADS,small_airport,Addison Airport,32.9686012268,-96.8364028931,644.0,US-TX,Dallas,KADS,,http://en.wikipedia.org/wiki/Addison_Airport
AEL,small_airport,Albert Lea Municipal Airport,43.68149948,-93.36720276,1260.0,US-MN,Albert Lea,KAEL,,http://en.wikipedia.org/wiki/Albert_Lea_Municipal_Airport
AFF,small_airport,USAF Academy Airfield,38.96969986,-104.81300350000001,6572.0,US-CO,Colorado Springs,KAFF,,
WSG,small_airport,Washington County Airport,40.1365013123,-80.29019927979999,1184.0,US-PA,Washington,KAFJ,,http://en.wikipedia.org/wiki/Washington_County_Airport_(Pennsylvania)
AFN,small_airport,Jaffrey Airport Silver Ranch Airport,42.80509948730001,-72.0029983521,1040.0,US-NH,Jaffrey,KAFN,http://silverranchairpark.com/,http://en.wikipedia.org/wiki/Jaffrey_Airport_%E2%80%93_Silver_Ranch_Airpark
AFO,small_airport,Afton Municipal Airport,42.711200714099995,-110.94200134299999,6221.0,US-WY,Afton,KAFO,http://www.aftonairpark.com/,http://en.wikipedia.org/wiki/Afton_Municipal_Airport
AGO,small_airport,Magnolia Municipal Airport,33.22800064,-93.21700287,319.0,US-AR,Magnolia,KAGO,,http://en.wikipedia.org/wiki/Magnolia_Municipal_Airport
AHC,small_airport,Amedee Army Air Field,40.26620102,-120.15299990000001,4012.0,US-CA,Herlong,KAHC,,http://en.wikipedia.org/wiki/Amedee_Army_Airfield
AHH,small_airport,Amery Municipal Airport,45.281101226800004,-92.37539672850001,1088.0,US-WI,Amery,KAHH,,http://en.wikipedia.org/wiki/Amery_Municipal_Airport
AIA,small_airport,Alliance Municipal Airport,42.0531997681,-102.804000854,3931.0,US-NE,Alliance,KAIA,,http://en.wikipedia.org/wiki/Alliance_Municipal_Airport
AID,small_airport,Anderson Municipal Darlington Field,40.10860061649999,-85.6129989624,919.0,US-IN,Anderson,KAID,,http://en.wikipedia.org/wiki/Anderson_Municipal_Airport
AIK,small_airport,Aiken Municipal Airport,33.6493988037,-81.68499755859999,528.0,US-SC,Aiken,KAIK,,http://en.wikipedia.org/wiki/Aiken_Municipal_Airport
AIO,small_airport,Atlantic Municipal Airport,41.40729904,-95.04689789,1165.0,US-IA,Atlantic,KAIO,,http://en.wikipedia.org/wiki/Atlantic_Municipal_Airport
AIV,small_airport,George Downer Airport,33.106499,-88.1978,150.0,US-AL,Aliceville,KAIV,,https://en.wikipedia.org/wiki/George_Downer_Airport
AIZ,small_airport,Lee C Fine Memorial Airport,38.0960006714,-92.54949951170002,869.0,US-MO,Kaiser Lake Ozark,KAIZ,,http://en.wikipedia.org/wiki/Lee_C._Fine_Memorial_Airport
AKO,small_airport,Colorado Plains Regional Airport,40.1755981445,-103.22200012200001,4714.0,US-CO,Akron,KAKO,http://www.co.washington.co.us/airport.htm,http://en.wikipedia.org/wiki/Colorado_Plains_Regional_Airport
ALX,small_airport,Thomas C Russell Field,32.914699554399995,-85.96299743649999,686.0,US-AL,Alexander City,KALX,,http://en.wikipedia.org/wiki/Thomas_C._Russell_Field
AMN,small_airport,Gratiot Community Airport,43.322101593,-84.68800354,754.0,US-MI,Alma,KAMN,http://www.ci.alma.mi.us/1/307/airport.asp,http://en.wikipedia.org/wiki/Gratiot_Community_Airport
AMW,small_airport,Ames Municipal Airport,41.992001,-93.621803,956.0,US-IA,Ames,KAMW,,https://en.wikipedia.org/wiki/Ames_Municipal_Airport
SLT,small_airport,Harriet Alexander Field,38.538299560546996,-106.04900360107,7523.0,US-CO,Salida,KANK,http://cityofsalida.com/departments/harriet-alexander-field-airport/,http://en.wikipedia.org/wiki/Harriet_Alexander_Field
ANP,small_airport,Lee Airport,38.942902000000004,-76.568398,34.0,US-MD,Annapolis,KANP,,https://en.wikipedia.org/wiki/Lee_Airport
ANQ,small_airport,Tri State Steuben County Airport,41.639702,-85.083504,995.0,US-IN,Angola,KANQ,,https://en.wikipedia.org/wiki/Tri-State_Steuben_County_Airport
ANW,small_airport,Ainsworth Municipal Airport,42.579201,-99.99299599999999,2589.0,US-NE,Ainsworth,KANW,,https://en.wikipedia.org/wiki/Ainsworth_Regional_Airport
ANY,small_airport,Anthony Municipal Airport,37.158501,-98.07959699999999,1340.0,US-KS,Anthony,KANY,,https://en.wikipedia.org/wiki/Anthony_Municipal_Airport
AOH,small_airport,Lima Allen County Airport,40.706902,-84.026703,975.0,US-OH,Lima,KAOH,,https://en.wikipedia.org/wiki/Lima_Allen_County_Airport
APC,small_airport,Napa County Airport,38.2132,-122.280998,35.0,US-CA,Napa,KAPC,http://www.napacountyairport.org/,https://en.wikipedia.org/wiki/Napa_County_Airport
APH,small_airport,A P Hill AAF (Fort A P Hill) Airport,38.068902,-77.318298,220.0,US-VA,Fort A. P. Hill,KAPH,,http://en.wikipedia.org/wiki/A.P._Hill_Army_Airfield
APT,small_airport,Marion County Brown Field,35.060699,-85.585297,641.0,US-TN,Jasper,KAPT,,https://en.wikipedia.org/wiki/Marion_County_Airport_(Tennessee)
APV,small_airport,Apple Valley Airport,34.575298309299995,-117.18599700899999,3062.0,US-CA,Apple Valley,KAPV,,http://en.wikipedia.org/wiki/Apple_Valley_Airport_(California)
ARB,small_airport,Ann Arbor Municipal Airport,42.2229995728,-83.74559783939999,839.0,US-MI,Ann Arbor,KARB,,http://en.wikipedia.org/wiki/Ann_Arbor_Municipal_Airport
ARG,small_airport,Walnut Ridge Regional Airport,36.124666999999995,-90.925111,279.0,US-AR,Walnut Ridge,KARG,http://walnutridgeairport.com/,https://en.wikipedia.org/wiki/Walnut_Ridge_Regional_Airport
WHT,small_airport,Wharton Regional Airport,29.254299163800006,-96.15440368649999,100.0,US-TX,Wharton,KARM,,http://en.wikipedia.org/wiki/Wharton_Regional_Airport
AUZ,small_airport,Aurora Municipal Airport,41.771900177,-88.47570037839998,712.0,US-IL,Chicago/Aurora,KARR,,http://en.wikipedia.org/wiki/Aurora_Municipal_Airport_(Illinois)
ARV,small_airport,Lakeland-Noble F. Lee Memorial field,45.92789841,-89.73090363,1629.0,US-WI,Minocqua-Woodruff,KARV,,http://en.wikipedia.org/wiki/Lakeland_Airport
BFT,small_airport,Beaufort County Airport,32.4122009277,-80.6343994141,10.0,US-SC,Beaufort,KARW,,http://en.wikipedia.org/wiki/Beaufort_County_Airport
SPZ,small_airport,Springdale Municipal Airport,36.176399231,-94.11930084229999,1353.0,US-AR,Springdale,KASG,,http://en.wikipedia.org/wiki/Springdale_Municipal_Airport
ASH,small_airport,Boire Field,42.781700134299996,-71.51480102539998,199.0,US-NH,Nashua,KASH,,http://en.wikipedia.org/wiki/Nashua_Municipal_Airport
