id,name,city,country,IATA,ICAO,lat,lon,alt,timezone,DST,Tz,type,src,flightcount
4021,Billings Logan International Airport,Billings,United States,BIL,KBIL,45.80770111,-108.5429993,3652,-7,A,America/Denver,airport,OurAirports,249
4039,Kalamazoo Battle Creek International Airport,Kalamazoo,United States,AZO,KAZO,42.23490143,-85.55210114,874,-5,A,America/New_York,airport,OurAirports,208
4359,South Bend Regional Airport,South Bend,United States,SBN,KSBN,41.70869827,-86.31729889,799,-5,A,America/New_York,airport,OurAirports,445
3747,Chicago Midway International Airport,Chicago,United States,MDW,KMDW,41.7859993,-87.75240326,620,-6,A,America/Chicago,airport,OurAirports,7299
3636,Tucson International Airport,Tucson,United States,TUS,KTUS,32.11610031,-110.9410019,2643,-7,N,America/Phoenix,airport,OurAirports,1315
3598,Duluth International Airport,Duluth,United States,DLH,KDLH,46.84209824,-92.19360352,1428,-6,A,America/Chicago,airport,OurAirports,202
4048,Rochester International Airport,Rochester,United States,RST,KRST,43.90829849,-92.5,1317,-6,A,America/Chicago,airport,OurAirports,113
4043,The Eastern Iowa Airport,Cedar Rapids,United States,CID,KCID,41.88470078,-91.71080017,869,-6,A,America/Chicago,airport,OurAirports,431
3627,James M Cox Dayton International Airport,Dayton,United States,DAY,KDAY,39.90240097,-84.2193985,1009,-5,A,America/New_York,airport,OurAirports,518
3578,Lovell Field,Chattanooga,United States,CHA,KCHA,35.03530121,-85.20379639,683,-5,A,America/New_York,airport,OurAirports,367
3659,Sloulin Field International Airport,Williston,United States,ISN,KISN,48.17789841,-103.6419983,1982,-6,A,America/Chicago,airport,OurAirports,144
3759,Port Columbus International Airport,Columbus,United States,CMH,KCMH,39.9980011,-82.89189911,815,-5,A,America/New_York,airport,OurAirports,1798
3498,Minot International Airport,Minot,United States,MOT,KMOT,48.25939941,-101.2799988,1716,-6,A,America/Chicago,airport,OurAirports,155
3544,Capital City Airport,Lansing,United States,LAN,KLAN,42.77870178,-84.58740234,861,-5,A,America/New_York,airport,OurAirports,286
3622,Greater Rochester International Airport,Rochester,United States,ROC,KROC,43.1189003,-77.67240143,559,-5,A,America/New_York,airport,OurAirports,509
3473,Memphis International Airport,Memphis,United States,MEM,KMEM,35.04240036,-89.97669983,341,-6,A,America/Chicago,airport,OurAirports,1150
4011,Manchester Airport,Manchester NH,United States,MHT,KMHT,42.93259811,-71.43569946,266,-5,A,America/New_York,airport,OurAirports,575
3861,Louis Armstrong New Orleans International Airport,New Orleans,United States,MSY,KMSY,29.99340057,-90.25800323,4,-6,A,America/Chicago,airport,OurAirports,3681
3825,Bradley International Airport,Windsor Locks,United States,BDL,KBDL,41.93889999,-72.68319702,173,-5,A,America/New_York,airport,OurAirports,1708
3811,Birmingham-Shuttlesworth International Airport,Birmingham,United States,BHM,KBHM,33.56290054,-86.75350189,650,-6,A,America/Chicago,airport,OurAirports,1043
3820,Buffalo Niagara International Airport,Buffalo,United States,BUF,KBUF,42.94049835,-78.73220062,728,-5,A,America/New_York,airport,OurAirports,1515
3644,Bob Hope Airport,Burbank,United States,BUR,KBUR,34.20069885,-118.3590012,778,-8,A,America/Los_Angeles,airport,OurAirports,1827
3849,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,BWI,KBWI,39.17539978,-76.66829681,146,-5,A,America/New_York,airport,OurAirports,7871
4112,Akron Canton Regional Airport,Akron,United States,CAK,KCAK,40.91609955,-81.44219971,1228,-5,A,America/New_York,airport,OurAirports,449
3806,Charleston Air Force Base-International Airport,Charleston,United States,CHS,KCHS,32.89860153,-80.04049683,46,-5,A,America/New_York,airport,OurAirports,1345
3876,Charlotte Douglas International Airport,Charlotte,United States,CLT,KCLT,35.2140007,-80.94309998,748,-5,A,America/New_York,airport,OurAirports,9033
3744,Corpus Christi International Airport,Corpus Christi,United States,CRP,KCRP,27.77039909,-97.50119781,44,-6,A,America/Chicago,airport,OurAirports,294
3729,Des Moines International Airport,Des Moines,United States,DSM,KDSM,41.5340004,-93.6631012,958,-6,A,America/Chicago,airport,OurAirports,633
7669,Northwest Florida Beaches International Airport,Panama City,United States,ECP,KECP,30.357106,-85.795414,69,-6,A,America/Chicago,airport,OurAirports,405
3559,El Paso International Airport,El Paso,United States,ELP,KELP,31.80719948,-106.3779984,3959,-7,A,America/Denver,airport,OurAirports,886
4089,Bishop International Airport,Flint,United States,FNT,KFNT,42.9654007,-83.74359894,782,-5,A,America/New_York,airport,OurAirports,318
3467,Spokane International Airport,Spokane,United States,GEG,KGEG,47.61989975,-117.5339966,2376,-8,A,America/Los_Angeles,airport,OurAirports,785
4034,Greenville Spartanburg International Airport,Greenville,United States,GSP,KGSP,34.89569855,-82.21890259,964,-5,A,America/New_York,airport,OurAirports,651
3566,William P Hobby Airport,Houston,United States,HOU,KHOU,29.64539909,-95.27890015,46,-6,A,America/Chicago,airport,OurAirports,4357
3560,Valley International Airport,Harlingen,United States,HRL,KHRL,26.22850037,-97.65440369,36,-6,A,America/Chicago,airport,OurAirports,246
3457,Wichita Mid Continent Airport,Wichita,United States,ICT,KICT,37.64989853,-97.43309784,1333,-6,A,America/Chicago,airport,OurAirports,726
3585,Indianapolis International Airport,Indianapolis,United States,IND,KIND,39.7173,-86.294403,797,-5,A,America/New_York,airport,OurAirports,2319
3857,Long Island Mac Arthur Airport,Islip,United States,ISP,KISP,40.79520035,-73.10019684,99,-5,A,America/New_York,airport,OurAirports,431
3712,Jacksonville International Airport,Jacksonville,United States,JAX,KJAX,30.49410057,-81.68789673,30,-5,A,America/New_York,airport,OurAirports,1559
3829,Lubbock Preston Smith International Airport,Lubbock,United States,LBB,KLBB,33.66360092,-101.822998,3282,-6,A,America/Chicago,airport,OurAirports,386
3660,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,United States,LIT,KLIT,34.72940063,-92.22429657,262,-6,A,America/Chicago,airport,OurAirports,682
3652,Midland International Airport,Midland,United States,MAF,KMAF,31.94249916,-102.2020035,2871,-6,A,America/Chicago,airport,OurAirports,515
3550,George Bush Intercontinental Houston Airport,Houston,United States,IAH,KIAH,29.9843998,-95.34140015,97,-6,A,America/Chicago,airport,OurAirports,11174
3670,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,DFW,KDFW,32.89680099,-97.03800201,607,-6,A,America/Chicago,airport,OurAirports,16147
4099,Mahlon Sweet Field,Eugene,United States,EUG,KEUG,44.12459946,-123.211998,374,-8,A,America/Los_Angeles,airport,OurAirports,291
7001,Aspen-Pitkin Co/Sardy Field,Aspen,United States,ASE,KASE,39.22320175,-106.8690033,7820,-7,A,America/Denver,airport,OurAirports,216
3748,Norman Y. Mineta San Jose International Airport,San Jose,United States,SJC,KSJC,37.36259842,-121.9290009,62,-8,A,America/Los_Angeles,airport,OurAirports,3264
3867,John Wayne Airport-Orange County Airport,Santa Ana,United States,SNA,KSNA,33.67570114,-117.8679962,56,-8,A,America/Los_Angeles,airport,OurAirports,3478
3621,San Antonio International Airport,San Antonio,United States,SAT,KSAT,29.53370094,-98.46980286,809,-6,A,America/Chicago,airport,OurAirports,2450
4014,Louisville International Standiford Field,Louisville,United States,SDF,KSDF,38.1744,-85.736,501,-5,A,America/New_York,airport,OurAirports,827
3646,Tampa International Airport,Tampa,United States,TPA,KTPA,27.97550011,-82.53320313,26,-5,A,America/New_York,airport,OurAirports,6068
4019,Albuquerque International Sunport Airport,Albuquerque,United States,ABQ,KABQ,35.04019928,-106.6090012,5355,-7,A,America/Denver,airport,OurAirports,1548
3864,Albany International Airport,Albany,United States,ALB,KALB,42.74829865,-73.80169678,285,-5,A,America/New_York,airport,OurAirports,790
3840,Rick Husband Amarillo International Airport,Amarillo,United States,AMA,KAMA,35.2193985,-101.7060013,3607,-6,A,America/Chicago,airport,OurAirports,225
3462,Phoenix Sky Harbor International Airport,Phoenix,United States,PHX,KPHX,33.43429947,-112.012001,1135,-7,N,America/Phoenix,airport,OurAirports,13404
3453,Metropolitan Oakland International Airport,Oakland,United States,OAK,KOAK,37.72129822,-122.2210007,9,-8,A,America/Los_Angeles,airport,OurAirports,3840
3863,Will Rogers World Airport,Oklahoma City,United States,OKC,KOKC,35.39310074,-97.60070038,1295,-6,A,America/Chicago,airport,OurAirports,1265
3734,Ontario International Airport,Ontario,United States,ONT,KONT,34.05599976,-117.6009979,944,-8,A,America/Los_Angeles,airport,OurAirports,1646
3611,Norfolk International Airport,Norfolk,United States,ORF,KORF,36.89459991,-76.20120239,26,-5,A,America/New_York,airport,OurAirports,965
3722,Palm Beach International Airport,West Palm Beach,United States,PBI,KPBI,26.68320084,-80.09559631,19,-5,A,America/New_York,airport,OurAirports,2293
3570,Pittsburgh International Airport,Pittsburgh,United States,PIT,KPIT,40.49150085,-80.23290253,1203,-5,A,America/New_York,airport,OurAirports,2085
3564,Pensacola Regional Airport,Pensacola,United States,PNS,KPNS,30.47340012,-87.18659973,121,-6,A,America/Chicago,airport,OurAirports,482
3641,Theodore Francis Green State Airport,Providence,United States,PVD,KPVD,41.73260117,-71.42040253,55,-5,A,America/New_York,airport,OurAirports,1070
3862,Portland International Jetport Airport,Portland,United States,PWM,KPWM,43.64619827,-70.30930328,76,-5,A,America/New_York,airport,OurAirports,485
3626,Raleigh Durham International Airport,Raleigh-durham,United States,RDU,KRDU,35.87760162,-78.78749847,435,-5,A,America/New_York,airport,OurAirports,2838
3608,Richmond International Airport,Richmond,United States,RIC,KRIC,37.50519943,-77.31970215,167,-5,A,America/New_York,airport,OurAirports,1283
3807,Reno Tahoe International Airport,Reno,United States,RNO,KRNO,39.49909973,-119.7679977,4415,-8,A,America/Los_Angeles,airport,OurAirports,1087
3793,Southwest Florida International Airport,Fort Myers,United States,RSW,KRSW,26.53619957,-81.75520325,30,-5,A,America/New_York,airport,OurAirports,3030
3576,Miami International Airport,Miami,United States,MIA,KMIA,25.79319954,-80.29060364,8,-5,A,America/New_York,airport,OurAirports,5866
4020,Gallatin Field,Bozeman,United States,BZN,KBZN,45.77750015,-111.1529999,4473,-7,A,America/Denver,airport,OurAirports,250
3826,Mc Allen Miller International Airport,Mcallen,United States,MFE,KMFE,26.17580032,-98.23860168,107,-6,A,America/Chicago,airport,OurAirports,186
4067,Sarasota Bradenton International Airport,Sarasota,United States,SRQ,KSRQ,27.39539909,-82.55439758,30,-5,A,America/New_York,airport,OurAirports,344
3774,Ted Stevens Anchorage International Airport,Anchorage,United States,ANC,PANC,61.17440033,-149.9960022,152,-9,A,America/Anchorage,airport,OurAirports,1162
3602,Lihue Airport,Lihue,United States,LIH,PHLI,21.97599983,-159.3390045,153,-10,N,Pacific/Honolulu,airport,OurAirports,944
3514,Kona International At Keahole Airport,Kona,United States,KOA,PHKO,19.73880005,-156.0460052,47,-10,N,Pacific/Honolulu,airport,OurAirports,977
4027,Jackson Hole Airport,Jacksn Hole,United States,JAC,KJAC,43.6072998,-110.737999,6451,-7,A,America/Denver,airport,OurAirports,158
3658,Augusta Regional At Bush Field,Bush Field,United States,AGS,KAGS,33.36989975,-81.96450043,144,-5,A,America/New_York,airport,OurAirports,239
4339,Yampa Valley Airport,Hayden,United States,HDN,KHDN,40.48120117,-107.2180023,6606,-7,A,America/Denver,airport,OurAirports,39
7051,Gunnison Crested Butte Regional Airport,Gunnison,United States,GUC,KGUC,38.53390121,-106.9329987,7680,-7,A,America/Denver,airport,OurAirports,5
4250,Eagle County Regional Airport,Vail,United States,EGE,KEGE,39.64260101,-106.9179993,6548,-7,A,America/Denver,airport,OurAirports,71
6880,Montrose Regional Airport,Montrose CO,United States,MTJ,KMTJ,38.50979996,-107.8939972,5759,-7,A,America/Denver,airport,OurAirports,59
3819,City of Colorado Springs Municipal Airport,Colorado Springs,United States,COS,KCOS,38.80580139,-104.7009964,6187,-7,A,America/Denver,airport,OurAirports,637
3542,Harrisburg International Airport,Harrisburg,United States,MDT,KMDT,40.19350052,-76.76339722,310,-5,A,America/New_York,airport,OurAirports,192
3845,Wilmington International Airport,Wilmington,United States,ILM,KILM,34.27059937,-77.90260315,32,-5,A,America/New_York,airport,OurAirports,175
3745,Syracuse Hancock International Airport,Syracuse,United States,SYR,KSYR,43.11119843,-76.10630035,421,-5,A,America/New_York,airport,OurAirports,464
3613,Savannah Hilton Head International Airport,Savannah,United States,SAV,KSAV,32.12760162,-81.20210266,50,-5,A,America/New_York,airport,OurAirports,639
3777,Bellingham International Airport,Bellingham,United States,BLI,KBLI,48.7928009,-122.538002,170,-8,A,America/Los_Angeles,airport,OurAirports,88
3531,Kodiak Airport,Kodiak,United States,ADQ,PADQ,57.75,-152.4940033,78,-9,A,America/Anchorage,airport,OurAirports,31
3599,Bethel Airport,Bethel,United States,BET,PABE,60.77980042,-161.8379974,126,-9,A,America/Anchorage,airport,OurAirports,81
3571,Wiley Post Will Rogers Memorial Airport,Barrow,United States,BRW,PABR,71.285402,-156.766008,44,-9,A,America/Anchorage,airport,OurAirports,78
3620,Deadhorse Airport,Deadhorse,United States,SCC,PASC,70.19470215,-148.4649963,65,-9,A,America/Anchorage,airport,OurAirports,78
3832,Fairbanks International Airport,Fairbanks,United States,FAI,PAFA,64.81510162,-147.8560028,439,-9,A,America/Anchorage,airport,OurAirports,171
3808,Ketchikan International Airport,Ketchikan,United States,KTN,PAKT,55.35559845,-131.7140045,89,-9,A,America/Anchorage,airport,OurAirports,180
3492,Juneau International Airport,Juneau,United States,JNU,PAJN,58.35499954,-134.576004,21,-9,A,America/Anchorage,airport,OurAirports,351
3610,Merle K (Mudhole) Smith Airport,Cordova,United States,CDV,PACV,60.4917984,-145.4779968,54,-9,A,America/Anchorage,airport,OurAirports,60
6803,Yakutat Airport,Yakutat,United States,YAK,PAYA,59.50329971,-139.6600037,33,-9,A,America/Anchorage,airport,OurAirports,60
3856,Sitka Rocky Gutierrez Airport,Sitka,United States,SIT,PASI,57.04710007,-135.3619995,21,-9,A,America/Anchorage,airport,OurAirports,90
4147,Petersburg James A Johnson Airport,Petersburg,United States,PSG,PAPG,56.80170059,-132.9450073,111,-9,A,America/Anchorage,airport,OurAirports,60
5969,Wrangell Airport,Wrangell,United States,WRG,PAWG,56.48429871,-132.3699951,49,-9,A,America/Anchorage,airport,OurAirports,60
3615,Nome Airport,Nome,United States,OME,PAOM,64.5121994,-165.4450073,37,-9,A,America/Anchorage,airport,OurAirports,60
3693,Ralph Wien Memorial Airport,Kotzebue,United States,OTZ,PAOT,66.88469696,-162.598999,14,-9,A,America/Anchorage,airport,OurAirports,60
5959,Adak Airport,Adak Island,United States,ADK,PADK,51.87799835,-176.6459961,18,-10,A,America/Adak,airport,OurAirports,8
3582,Long Beach /Daugherty Field/ Airport,Long Beach,United States,LGB,KLGB,33.81769943,-118.1520004,60,-8,A,America/Los_Angeles,airport,OurAirports,759
3589,Westchester County Airport,White Plains,United States,HPN,KHPN,41.06700134,-73.70760345,439,-5,A,America/New_York,airport,OurAirports,589
3711,Burlington International Airport,Burlington,United States,BTV,KBTV,44.47190094,-73.15329742,335,-5,A,America/New_York,airport,OurAirports,285
3661,Stewart International Airport,Newburgh,United States,SWF,KSWF,41.5041008,-74.10479736,491,-5,A,America/New_York,airport,OurAirports,60
6426,Worcester Regional Airport,Worcester,United States,ORH,KORH,42.26729965,-71.8757019,1009,-5,A,America/New_York,airport,OurAirports,60
3950,Daytona Beach International Airport,Daytona Beach,United States,DAB,KDAB,29.179899,-81.058098,34,-5,A,America/New_York,airport,OurAirports,180
3782,Mobile Regional Airport,Mobile,United States,MOB,KMOB,30.69120026,-88.24279785,219,-6,A,America/Chicago,airport,OurAirports,372
3561,Columbia Metropolitan Airport,Columbia,United States,CAE,KCAE,33.93880081,-81.11949921,236,-5,A,America/New_York,airport,OurAirports,389
4008,Piedmont Triad International Airport,Greensboro,United States,GSO,KGSO,36.09780121,-79.93730164,925,-5,A,America/New_York,airport,OurAirports,540
3580,Jackson-Medgar Wiley Evers International Airport,Jackson,United States,JAN,KJAN,32.31119919,-90.07589722,346,-6,A,America/Chicago,airport,OurAirports,414
3515,Myrtle Beach International Airport,Myrtle Beach,United States,MYR,KMYR,33.67969894,-78.92829895,25,-5,A,America/New_York,airport,OurAirports,549
3875,Key West International Airport,Key West,United States,EYW,KEYW,24.55610085,-81.75959778,3,-5,A,America/New_York,airport,OurAirports,177
4038,Gulfport Biloxi International Airport,Gulfport,United States,GPT,KGPT,30.40730095,-89.07009888,28,-6,A,America/Chicago,airport,OurAirports,254
3698,Tallahassee Regional Airport,Tallahassee,United States,TLH,KTLH,30.39649963,-84.35030365,81,-5,A,America/New_York,airport,OurAirports,257
4017,Blue Grass Airport,Lexington KY,United States,LEX,KLEX,38.03649902,-84.60590363,979,-5,A,America/New_York,airport,OurAirports,358
4292,Hector International Airport,Fargo,United States,FAR,KFAR,46.92070007,-96.81580353,902,-6,A,America/Chicago,airport,OurAirports,281
4047,Appleton International Airport,Appleton,United States,ATW,KATW,44.2580986,-88.51909637,918,-6,A,America/Chicago,airport,OurAirports,322
3493,Lafayette Regional Airport,Lafayette,United States,LFT,KLFT,30.20529938,-91.98760223,42,-6,A,America/Chicago,airport,OurAirports,268
3676,McGhee Tyson Airport,Knoxville,United States,TYS,KTYS,35.81100082,-83.9940033,981,-5,A,America/New_York,airport,OurAirports,581
3633,Newport News Williamsburg International Airport,Newport News,United States,PHF,KPHF,37.13190079,-76.49299622,42,-5,A,America/New_York,airport,OurAirports,90
3609,Shreveport Regional Airport,Shreveport,United States,SHV,KSHV,32.44660187,-93.82559967,258,-6,A,America/Chicago,airport,OurAirports,438
4007,Asheville Regional Airport,Asheville,United States,AVL,KAVL,35.43619919,-82.54180145,2165,-5,A,America/New_York,airport,OurAirports,272
3873,Destin-Ft Walton Beach Airport,Valparaiso,United States,VPS,KVPS,30.4832,-86.525398,87,-6,A,America/Chicago,airport,OurAirports,388
4113,Huntsville International Carl T Jones Field,Huntsville,United States,HSV,KHSV,34.6371994,-86.77510071,629,-6,A,America/Chicago,airport,OurAirports,326
4083,Bismarck Municipal Airport,Bismarck,United States,BIS,KBIS,46.77270126,-100.7460022,1661,-6,A,America/Chicago,airport,OurAirports,255
5738,Fayetteville Regional Grannis Field,Fayetteville,United States,FAY,KFAY,34.99119949,-78.88030243,189,-5,A,America/New_York,airport,OurAirports,140
4016,Roanoke¨CBlacksburg Regional Airport,Roanoke VA,United States,ROA,KROA,37.32550049,-79.97540283,1175,-5,A,America/New_York,airport,OurAirports,195
4356,Northwest Arkansas Regional Airport,Bentonville,United States,XNA,KXNA,36.281898,-94.306801,1287,-6,A,America/Chicago,airport,OurAirports,499
4355,Lehigh Valley International Airport,Allentown,United States,ABE,KABE,40.65209961,-75.44080353,393,-5,A,America/New_York,airport,OurAirports,168
4018,Evansville Regional Airport,Evansville,United States,EVV,KEVV,38.03699875,-87.53240204,418,-6,A,America/Chicago,airport,OurAirports,251
4216,Missoula International Airport,Missoula,United States,MSO,KMSO,46.91630173,-114.0910034,3206,-7,A,America/Denver,airport,OurAirports,154
3671,Melbourne International Airport,Melbourne,United States,MLB,KMLB,28.10280037,-80.64530182,33,-5,A,America/New_York,airport,OurAirports,145
4015,Charlottesville Albemarle Airport,Charlottesville VA,United States,CHO,KCHO,38.1385994,-78.45290375,639,-5,A,America/New_York,airport,OurAirports,205
3846,"Baton Rouge Metropolitan, Ryan Field",Baton Rouge,United States,BTR,KBTR,30.53319931,-91.14959717,70,-6,A,America/Chicago,airport,OurAirports,583
4285,Yeager Airport,Charleston,United States,CRW,KCRW,38.37310028,-81.59320068,981,-5,A,America/New_York,airport,OurAirports,222
4116,Tri Cities Regional Tn Va Airport,BRISTOL,United States,TRI,KTRI,36.47520065,-82.40740204,1519,-5,A,America/New_York,airport,OurAirports,166
3472,Gainesville Regional Airport,Gainesville,United States,GNV,KGNV,29.69009972,-82.27179718,152,-5,A,America/New_York,airport,OurAirports,197
4348,Springfield Branson National Airport,Springfield,United States,SGF,KSGF,37.24570084,-93.38860321,1268,-6,A,America/Chicago,airport,OurAirports,221
4023,Cherry Capital Airport,Traverse City,United States,TVC,KTVC,44.74140167,-85.5821991,624,-5,A,America/New_York,airport,OurAirports,129
4286,Wilkes Barre Scranton International Airport,Scranton,United States,AVP,KAVP,41.33850098,-75.7233963,962,-5,A,America/New_York,airport,OurAirports,68
6133,Tri Cities Airport,Pasco,United States,PSC,KPSC,46.26470184,-119.1190033,410,-8,A,America/Los_Angeles,airport,OurAirports,327
4336,Abraham Lincoln Capital Airport,Springfield,United States,SPI,KSPI,39.84410095,-89.67790222,598,-6,A,America/Chicago,airport,OurAirports,145
3732,Monroe Regional Airport,Monroe,United States,MLU,KMLU,32.51089859,-92.03769684,79,-6,A,America/Chicago,airport,OurAirports,242
3708,San Angelo Regional Mathis Field,San Angelo,United States,SJT,KSJT,31.35770035,-100.4960022,1919,-6,A,America/Chicago,airport,OurAirports,86
3736,Roswell International Air Center Airport,Roswell,United States,ROW,KROW,33.30160141,-104.5309982,3671,-7,A,America/Denver,airport,OurAirports,35
