iata_code,type,name,lat,lon,elevation_ft,iso_region,municipality,icao_code,home_link,wikipedia_link
BNA,large_airport,Nashville International Airport,36.12450027,-86.67819977,599,US-TN,Nashville,KBNA,,http://en.wikipedia.org/wiki/Nashville_International_Airport
BOI,large_airport,Boise Air Terminal/Gowen field,43.56439972,-116.2229996,2871,US-ID,Boise,KBOI,http://www.cityofboise.org/departments/airport/,http://en.wikipedia.org/wiki/Boise_Airport
BOS,large_airport,General Edward Lawrence Logan International Airport,42.36429977,-71.00520325,20,US-MA,Boston,KBOS,http://www.massport.com/logan/,http://en.wikipedia.org/wiki/Logan_International_Airport
BTR,large_airport,"Baton Rouge Metropolitan, Ryan Field",30.53319931,-91.14959717,70,US-LA,Baton Rouge,KBTR,,http://en.wikipedia.org/wiki/Baton_Rouge_Metropolitan_Airport
BUF,large_airport,Buffalo Niagara International Airport,42.94049835,-78.73220062,728,US-NY,Buffalo,KBUF,,http://en.wikipedia.org/wiki/Buffalo_Niagara_International_Airport
BWI,large_airport,Baltimore/Washington International Thurgood Marshall Airport,39.17539978,-76.66829681,146,US-MD,Baltimore,KBWI,,http://en.wikipedia.org/wiki/Baltimore-Washington_International_Thurgood_Marshall_Airport
CAE,large_airport,Columbia Metropolitan Airport,33.93880081,-81.11949921,236,US-SC,Columbia,KCAE,,http://en.wikipedia.org/wiki/Columbia_Metropolitan_Airport
CBM,large_airport,Columbus Air Force Base,33.64379883,-88.44380188,219,US-MS,Columbus,KCBM,,http://en.wikipedia.org/wiki/Columbus_Air_Force_Base
CHA,large_airport,Lovell Field,35.03530121,-85.20379639,683,US-TN,Chattanooga,KCHA,,http://en.wikipedia.org/wiki/Chattanooga_Metropolitan_Airport
CHS,large_airport,Charleston Air Force Base-International Airport,32.89860153,-80.04049683,46,US-SC,Charleston,KCHS,,http://en.wikipedia.org/wiki/Charleston_International_Airport
CID,large_airport,The Eastern Iowa Airport,41.88470078,-91.71080017,869,US-IA,Cedar Rapids,KCID,,http://en.wikipedia.org/wiki/The_Eastern_Iowa_Airport
CLE,large_airport,Cleveland Hopkins International Airport,41.4117012,-81.84980011,791,US-OH,Cleveland,KCLE,http://www.clevelandairport.com/,http://en.wikipedia.org/wiki/Cleveland_Hopkins_International_Airport
CLT,large_airport,Charlotte Douglas International Airport,35.2140007,-80.94309998,748,US-NC,Charlotte,KCLT,http://www.charlotteairport.com/,http://en.wikipedia.org/wiki/Charlotte/Douglas_International_Airport
CMH,large_airport,Port Columbus International Airport,39.9980011,-82.89189911,815,US-OH,Columbus,KCMH,,http://en.wikipedia.org/wiki/Port_Columbus_International_Airport
COS,large_airport,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964,6187,US-CO,Colorado Springs,KCOS,https://flycos.coloradosprings.gov/,http://en.wikipedia.org/wiki/Colorado_Springs_Airport
CPR,large_airport,Casper-Natrona County International Airport,42.90800095,-106.4639969,5350,US-WY,Casper,KCPR,,http://en.wikipedia.org/wiki/Natrona_County_International_Airport
CRP,large_airport,Corpus Christi International Airport,27.77039909,-97.50119781,44,US-TX,Corpus Christi,KCRP,,http://en.wikipedia.org/wiki/Corpus_Christi_International_Airport
CRW,large_airport,Yeager Airport,38.37310028,-81.59320068,981,US-WV,Charleston,KCRW,,http://en.wikipedia.org/wiki/Yeager_Airport
CVG,large_airport,Cincinnati Northern Kentucky International Airport,39.04880142,-84.6678009,896,US-KY,Cincinnati,KCVG,,http://en.wikipedia.org/wiki/Cincinnati/Northern_Kentucky_International_Airport
CVS,large_airport,Cannon Air Force Base,34.38280106,-103.3219986,4295,US-NM,Clovis,KCVS,http://www.cannon.af.mil/,http://en.wikipedia.org/wiki/Cannon_Air_Force_Base
DAB,large_airport,Daytona Beach International Airport,29.179899,-81.058098,34,US-FL,Daytona Beach,KDAB,,http://en.wikipedia.org/wiki/Daytona_Beach_International_Airport
DAL,large_airport,Dallas Love Field,32.847099,-96.851799,487,US-TX,Dallas,KDAL,http://www.dallas-lovefield.com/,http://en.wikipedia.org/wiki/Dallas_Love_Field
DAY,large_airport,James M Cox Dayton International Airport,39.90240097,-84.2193985,1009,US-OH,Dayton,KDAY,,http://en.wikipedia.org/wiki/Dayton_International_Airport
DBQ,large_airport,Dubuque Regional Airport,42.40200043,-90.70950317,1077,US-IA,Dubuque,KDBQ,,http://en.wikipedia.org/wiki/Dubuque_Regional_Airport
DCA,large_airport,Ronald Reagan Washington National Airport,38.8521,-77.037697,15,US-DC,Washington,KDCA,http://www.flyreagan.com/dca/reagan-national-airport,http://en.wikipedia.org/wiki/Ronald_Reagan_Washington_National_Airport
DEN,large_airport,Denver International Airport,39.86169815,-104.6729965,5431,US-CO,Denver,KDEN,http://www.flydenver.com/,http://en.wikipedia.org/wiki/Denver_International_Airport
DFW,large_airport,Dallas Fort Worth International Airport,32.89680099,-97.03800201,607,US-TX,Dallas-Fort Worth,KDFW,http://www.dfwairport.com/,http://en.wikipedia.org/wiki/Dallas-Fort_Worth_International_Airport
DLF,large_airport,Laughlin Air Force Base,29.35950089,-100.7779999,1082,US-TX,Del Rio,KDLF,http://www.laughlin.af.mil/,http://en.wikipedia.org/wiki/Laughlin_Air_Force_Base
DLH,large_airport,Duluth International Airport,46.84209824,-92.19360352,1428,US-MN,Duluth,KDLH,http://www.duluthairport.com/,http://en.wikipedia.org/wiki/Duluth_International_Airport
DOV,large_airport,Dover Air Force Base,39.12950134,-75.46600342,24,US-DE,Dover,KDOV,http://www.dover.af.mil/,http://en.wikipedia.org/wiki/Dover_Air_Force_Base
DSM,large_airport,Des Moines International Airport,41.5340004,-93.6631012,958,US-IA,Des Moines,KDSM,,http://en.wikipedia.org/wiki/Des_Moines_International_Airport
DTW,large_airport,Detroit Metropolitan Wayne County Airport,42.21239853,-83.35340118,645,US-MI,Detroit,KDTW,http://www.metroairport.com/,http://en.wikipedia.org/wiki/Detroit_Metropolitan_Wayne_County_Airport
DYS,large_airport,Dyess Air Force Base,32.42079926,-99.854599,1789,US-TX,Abilene,KDYS,http://www.dyess.af.mil/,http://en.wikipedia.org/wiki/Dyess_Air_Force_Base
EDW,large_airport,Edwards Air Force Base,34.905399,-117.884003,2312,US-CA,Edwards,KEDW,,http://en.wikipedia.org/wiki/Edwards_Air_Force_Base
END,large_airport,Vance Air Force Base,36.33919907,-97.91649628,1307,US-OK,Enid,KEND,http://www.vance.af.mil/,http://en.wikipedia.org/wiki/Vance_Air_Force_Base
ERI,large_airport,Erie International Tom Ridge Field,42.08312701,-80.17386675,732,US-PA,Erie,KERI,,http://en.wikipedia.org/wiki/Erie_International_Airport
EWR,large_airport,Newark Liberty International Airport,40.69250107,-74.16870117,18,US-NJ,Newark,KEWR,http://www.panynj.gov/CommutingTravel/airports/html/newarkliberty.html,http://en.wikipedia.org/wiki/Newark_Liberty_International_Airport
FFO,large_airport,Wright-Patterson Air Force Base,39.8260994,-84.0483017,823,US-OH,Dayton,KFFO,http://www.wpafb.af.mil/,http://en.wikipedia.org/wiki/Wright-Patterson_Air_Force_Base
FLL,large_airport,Fort Lauderdale Hollywood International Airport,26.07259941,-80.15270233,9,US-FL,Fort Lauderdale,KFLL,http://www.fll.net/,http://en.wikipedia.org/wiki/Fort_Lauderdale-Hollywood_International_Airport
FSM,large_airport,Fort Smith Regional Airport,35.33660126,-94.36740112,469,US-AR,Fort Smith,KFSM,,http://en.wikipedia.org/wiki/Fort_Smith_Regional_Airport
FTW,large_airport,Fort Worth Meacham International Airport,32.819801,-97.362396,710,US-TX,Fort Worth,KFTW,http://meacham.com/,http://en.wikipedia.org/wiki/Fort_Worth_Meacham_International_Airport
FWA,large_airport,Fort Wayne International Airport,40.97850037,-85.19509888,814,US-IN,Fort Wayne,KFWA,https://fwairport.com/,http://en.wikipedia.org/wiki/Fort_Wayne_International_Airport
GEG,large_airport,Spokane International Airport,47.61989975,-117.5339966,2376,US-WA,Spokane,KGEG,,http://en.wikipedia.org/wiki/Spokane_International_Airport
GPT,large_airport,Gulfport Biloxi International Airport,30.40730095,-89.07009888,28,US-MS,Gulfport,KGPT,,http://en.wikipedia.org/wiki/Gulfport-Biloxi_International_Airport
GRB,large_airport,Austin Straubel International Airport,44.48509979,-88.12960052,695,US-WI,Green Bay,KGRB,,http://en.wikipedia.org/wiki/Austin_Straubel_International_Airport
GSB,large_airport,Seymour Johnson Air Force Base,35.33940125,-77.96060181,109,US-NC,Goldsboro,KGSB,http://www.seymourjohnson.af.mil/,http://en.wikipedia.org/wiki/Seymour_Johnson_Air_Force_Base
GSO,large_airport,Piedmont Triad International Airport,36.09780121,-79.93730164,925,US-NC,Greensboro,KGSO,,http://en.wikipedia.org/wiki/Piedmont_Triad_International_Airport
GSP,large_airport,Greenville Spartanburg International Airport,34.89569855,-82.21890259,964,US-SC,Greenville,KGSP,,http://en.wikipedia.org/wiki/Greenville-Spartanburg_International_Airport
GUS,large_airport,Grissom Air Reserve Base,40.64810181,-86.15209961,812,US-IN,Peru,KGUS,http://www.grissom.afrc.af.mil/,http://en.wikipedia.org/wiki/Grissom_Air_Reserve_Base
HIB,large_airport,Range Regional Airport,47.38660049,-92.83899689,1354,US-MN,Hibbing,KHIB,,http://en.wikipedia.org/wiki/Range_Regional_Airport
HMN,large_airport,Holloman Air Force Base,32.85250092,-106.1070023,4093,US-NM,Alamogordo,KHMN,http://www.holloman.af.mil/,http://en.wikipedia.org/wiki/Holloman_Air_Force_Base
HOU,large_airport,William P Hobby Airport,29.64539909,-95.27890015,46,US-TX,Houston,KHOU,http://www.fly2houston.com/hobbyHome,http://en.wikipedia.org/wiki/William_P._Hobby_Airport
HSV,large_airport,Huntsville International Carl T Jones Field,34.6371994,-86.77510071,629,US-AL,Huntsville,KHSV,http://www.flyhuntsville.com/portal/#.VbaG-_lVhBc,http://en.wikipedia.org/wiki/Huntsville_International_Airport
HTS,large_airport,Tri-State/Milton J. Ferguson Field,38.36669922,-82.55799866,828,US-WV,Huntington,KHTS,,http://en.wikipedia.org/wiki/Tri-State_Airport
IAD,large_airport,Washington Dulles International Airport,38.94449997,-77.45580292,312,US-DC,Washington,KIAD,http://www.mwaa.com/dulles/,http://en.wikipedia.org/wiki/Washington_Dulles_International_Airport
IAH,large_airport,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015,97,US-TX,Houston,KIAH,http://www.fly2houston.com/iah,http://en.wikipedia.org/wiki/George_Bush_Intercontinental_Airport
ICT,large_airport,Wichita Mid Continent Airport,37.64989853,-97.43309784,1333,US-KS,Wichita,KICT,,http://en.wikipedia.org/wiki/Kansas_City_International_Airport
IND,large_airport,Indianapolis International Airport,39.7173,-86.294403,797,US-IN,Indianapolis,KIND,http://www.indianapolisairport.com/,http://en.wikipedia.org/wiki/Indianapolis_International_Airport
JAN,large_airport,Jackson-Medgar Wiley Evers International Airport,32.31119919,-90.07589722,346,US-MS,Jackson,KJAN,,http://en.wikipedia.org/wiki/Jackson-Evers_International_Airport
JAX,large_airport,Jacksonville International Airport,30.49410057,-81.68789673,30,US-FL,Jacksonville,KJAX,,http://en.wikipedia.org/wiki/Jacksonville_International_Airport
JFK,large_airport,John F Kennedy International Airport,40.63980103,-73.77890015,13,US-NY,New York,KJFK,http://www.panynj.gov/CommutingTravel/airports/html/kennedy.html,http://en.wikipedia.org/wiki/John_F._Kennedy_International_Airport
JLN,large_airport,Joplin Regional Airport,37.15179825,-94.49829865,981,US-MO,Joplin,KJLN,,http://en.wikipedia.org/wiki/Joplin_Regional_Airport
LAS,large_airport,McCarran International Airport,36.08010101,-115.1520004,2181,US-NV,Las Vegas,KLAS,http://www.mccarran.com/,http://en.wikipedia.org/wiki/McCarran_International_Airport
LAX,large_airport,Los Angeles International Airport,33.94250107,-118.4079971,125,US-CA,Los Angeles,KLAX,http://www.iflylax.com/,http://en.wikipedia.org/wiki/Los_Angeles_International_Airport
LBB,large_airport,Lubbock Preston Smith International Airport,33.663601,-101.822998,3282,US-TX,Lubbock,KLBB,http://www.flylia.com/,http://en.wikipedia.org/wiki/Lubbock_Preston_Smith_International_Airport
LCK,large_airport,Rickenbacker International Airport,39.813801,-82.927803,744,US-OH,Columbus,KLCK,http://rickenbackerinlandport.com/en/rickenbacker-international-airport/,http://en.wikipedia.org/wiki/Rickenbacker_International_Airport
LEX,large_airport,Blue Grass Airport,38.03649902,-84.60590363,979,US-KY,Lexington,KLEX,http://www.bluegrassairport.com/,http://en.wikipedia.org/wiki/Blue_Grass_Airport
LFI,large_airport,Langley Air Force Base,37.082901,-76.36049652,11,US-VA,Hampton,KLFI,http://www.langleyafb.us/,http://en.wikipedia.org/wiki/Langley_Field
LFT,large_airport,Lafayette Regional Airport,30.20529938,-91.98760223,42,US-LA,Lafayette,KLFT,http://www.lftairport.com/Home,http://en.wikipedia.org/wiki/Lafayette_Regional_Airport
LGA,large_airport,La Guardia Airport,40.77719879,-73.87259674,21,US-NY,New York,KLGA,http://www.panynj.gov/CommutingTravel/airports/html/laguardia.html,http://en.wikipedia.org/wiki/LaGuardia_Airport
LIT,large_airport,Bill & Hillary Clinton National Airport/Adams Field,34.72940063,-92.22429657,262,US-AR,Little Rock,KLIT,,http://en.wikipedia.org/wiki/Little_Rock_National_Airport
LTS,large_airport,Altus Air Force Base,34.667099,-99.26670074,1382,US-OK,Altus,KLTS,http://www.altus.af.mil/,http://en.wikipedia.org/wiki/Altus_Air_Force_Base
LUF,large_airport,Luke Air Force Base,33.53499985,-112.3830032,1085,US-AZ,Glendale,KLUF,http://www.luke.af.mil/,http://en.wikipedia.org/wiki/Luke_Air_Force_Base
MBS,large_airport,MBS International Airport,43.53290176,-84.07959747,668,US-MI,Saginaw,KMBS,http://www.mbsairport.org/,http://en.wikipedia.org/wiki/MBS_International_Airport
MCF,large_airport,Mac Dill Air Force Base,27.84930038,-82.52120209,14,US-FL,Tampa,KMCF,http://www.macdill.af.mil/,http://en.wikipedia.org/wiki/MacDill_Air_Force_Base
MCI,large_airport,Kansas City International Airport,39.2976,-94.713898,1026,US-MO,Kansas City,KMCI,http://www.flykci.com/,https://en.wikipedia.org/wiki/Kansas_City_International_Airport
MCO,large_airport,Orlando International Airport,28.42939949,-81.30899811,96,US-FL,Orlando,KMCO,http://www.orlandoairports.net/,http://en.wikipedia.org/wiki/Orlando_International_Airport
MDW,large_airport,Chicago Midway International Airport,41.7859993,-87.75240326,620,US-IL,Chicago,KMDW,http://www.flychicago.com/midway/MidwayHomepage.shtm,http://en.wikipedia.org/wiki/Chicago_Midway_International_Airport
MEM,large_airport,Memphis International Airport,35.04240036,-89.97669983,341,US-TN,Memphis,KMEM,,http://en.wikipedia.org/wiki/Memphis_International_Airport
MGE,large_airport,Dobbins Air Reserve Base,33.91540146,-84.51629639,1068,US-GA,Marietta,KMGE,http://www.dobbins.afrc.af.mil/,http://en.wikipedia.org/wiki/Dobbins_Air_Reserve_Base
MGM,large_airport,Montgomery Regional (Dannelly Field) Airport,32.30059814,-86.39399719,221,US-AL,Montgomery,KMGM,http://www.flymgm.com/,http://en.wikipedia.org/wiki/Montgomery_Regional_Airport
MHT,large_airport,Manchester Airport,42.93259811,-71.43569946,266,US-NH,Manchester,KMHT,,http://en.wikipedia.org/wiki/Manchester-Boston_Regional_Airport
MIA,large_airport,Miami International Airport,25.79319954,-80.29060364,8,US-FL,Miami,KMIA,http://www.miami-airport.com/,http://en.wikipedia.org/wiki/Miami_International_Airport
MKE,large_airport,General Mitchell International Airport,42.94720078,-87.89659882,723,US-WI,Milwaukee,KMKE,,http://en.wikipedia.org/wiki/General_Mitchell_International_Airport
MLI,large_airport,Quad City International Airport,41.44850159,-90.50749969,590,US-IL,Moline,KMLI,,http://en.wikipedia.org/wiki/Quad_City_International_Airport
MLU,large_airport,Monroe Regional Airport,32.51089859,-92.03769684,79,US-LA,Monroe,KMLU,,http://en.wikipedia.org/wiki/Monroe_Regional_Airport
MOB,large_airport,Mobile Regional Airport,30.69120026,-88.24279785,219,US-AL,Mobile,KMOB,http://www.mobairport.com/,http://en.wikipedia.org/wiki/Mobile_Regional_Airport
MSN,large_airport,Dane County Regional Truax Field,43.13990021,-89.33750153,887,US-WI,Madison,KMSN,,http://en.wikipedia.org/wiki/Dane_County_Regional_Airport
MSP,large_airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,44.88199997,-93.22180176,841,US-MN,Minneapolis,KMSP,http://www.mspairport.com/,http://en.wikipedia.org/wiki/Minneapolis-Saint_Paul_International_Airport
MSY,large_airport,Louis Armstrong New Orleans International Airport,29.99340057,-90.25800323,4,US-LA,New Orleans,KMSY,,http://en.wikipedia.org/wiki/Louis_Armstrong_New_Orleans_International_Airport
MUO,large_airport,Mountain Home Air Force Base,43.043598,-115.872002,2996,US-ID,Mountain Home,KMUO,http://www.mountainhome.af.mil/,https://en.wikipedia.org/wiki/Mountain_Home_Air_Force_Base
OAK,large_airport,Metropolitan Oakland International Airport,37.721298,-122.221001,9,US-CA,Oakland,KOAK,http://www.oaklandairport.com/,http://en.wikipedia.org/wiki/Oakland_International_Airport
OKC,large_airport,Will Rogers World Airport,35.39310074,-97.60070038,1295,US-OK,Oklahoma City,KOKC,,http://en.wikipedia.org/wiki/Will_Rogers_World_Airport
ONT,large_airport,Ontario International Airport,34.05599976,-117.6009979,944,US-CA,Ontario,KONT,,http://en.wikipedia.org/wiki/LA/Ontario_International_Airport
ORD,large_airport,Chicago O'Hare International Airport,41.97859955,-87.90480042,672,US-IL,Chicago,KORD,http://www.flychicago.com/ohare/en/home/Pages/default.aspx,http://en.wikipedia.org/wiki/O'Hare_International_Airport
ORF,large_airport,Norfolk International Airport,36.89459991,-76.20120239,26,US-VA,Norfolk,KORF,,http://en.wikipedia.org/wiki/Norfolk_International_Airport
PAM,large_airport,Tyndall Air Force Base,30.06959915,-85.57540131,17,US-FL,Panama City,KPAM,http://www.tyndall.af.mil/,http://en.wikipedia.org/wiki/Tyndall_Air_Force_Base
PBI,large_airport,Palm Beach International Airport,26.68320084,-80.09559631,19,US-FL,West Palm Beach,KPBI,,http://en.wikipedia.org/wiki/Palm_Beach_International_Airport
PDX,large_airport,Portland International Airport,45.58869934,-122.5979996,31,US-OR,Portland,KPDX,,http://en.wikipedia.org/wiki/Portland_International_Airport
PHF,large_airport,Newport News Williamsburg International Airport,37.13190079,-76.49299622,42,US-VA,Newport News,KPHF,,http://en.wikipedia.org/wiki/Newport_News/Williamsburg_International_Airport
PHL,large_airport,Philadelphia International Airport,39.87189865,-75.2410965,36,US-PA,Philadelphia,KPHL,http://www.phl.org/,http://en.wikipedia.org/wiki/Philadelphia_International_Airport
PHX,large_airport,Phoenix Sky Harbor International Airport,33.43429947,-112.012001,1135,US-AZ,Phoenix,KPHX,http://phoenix.gov/skyharborairport/,http://en.wikipedia.org/wiki/Phoenix_Sky_Harbor_International_Airport
PIA,large_airport,General Wayne A. Downing Peoria International Airport,40.66419983,-89.69329834,660,US-IL,Peoria,KPIA,,http://en.wikipedia.org/wiki/General_Wayne_A._Downing_Peoria_International_Airport
PIT,large_airport,Pittsburgh International Airport,40.49150085,-80.23290253,1203,US-PA,Pittsburgh,KPIT,,http://en.wikipedia.org/wiki/Pittsburgh_International_Airport
PWM,large_airport,Portland International Jetport Airport,43.64619827,-70.30930328,76,US-ME,Portland,KPWM,,http://en.wikipedia.org/wiki/Portland_International_Jetport
RDU,large_airport,Raleigh Durham International Airport,35.87760162,-78.78749847,435,US-NC,Raleigh/Durham,KRDU,,http://en.wikipedia.org/wiki/Raleigh-Durham_International_Airport
RFD,large_airport,Chicago Rockford International Airport,42.19540024,-89.09719849,742,US-IL,Chicago/Rockford,KRFD,,http://en.wikipedia.org/wiki/Chicago/Rockford_International_Airport
RIC,large_airport,Richmond International Airport,37.50519943,-77.31970215,167,US-VA,Richmond,KRIC,,http://en.wikipedia.org/wiki/Richmond_International_Airport
RND,large_airport,Randolph Air Force Base,29.52969933,-98.27890015,761,US-TX,Universal City,KRND,http://www.military.com/base-guide/randolph-air-force-base,http://en.wikipedia.org/wiki/Randolph_Air_Force_Base
RNO,large_airport,Reno Tahoe International Airport,39.49909973,-119.7679977,4415,US-NV,Reno,KRNO,,http://en.wikipedia.org/wiki/Reno-Tahoe_International_Airport
ROA,large_airport,Roanokeâ€“Blacksburg Regional Airport,37.3255,-79.975403,1175,US-VA,Roanoke,KROA,http://www.roanokeairport.com/,http://en.wikipedia.org/wiki/Roanoke%E2%80%93Blacksburg_Regional_Airport
ROC,large_airport,Greater Rochester International Airport,43.1189003,-77.67240143,559,US-NY,Rochester,KROC,,http://en.wikipedia.org/wiki/Greater_Rochester_International_Airport
RST,large_airport,Rochester International Airport,43.90829849,-92.5,1317,US-MN,Rochester,KRST,,http://en.wikipedia.org/wiki/Rochester_International_Airport
RSW,large_airport,Southwest Florida International Airport,26.53619957,-81.75520325,30,US-FL,Fort Myers,KRSW,http://www.flylcpa.com/,http://en.wikipedia.org/wiki/Southwest_Florida_International_Airport
SAN,large_airport,San Diego International Airport,32.73360062,-117.1900024,17,US-CA,San Diego,KSAN,http://www.san.org/,http://en.wikipedia.org/wiki/San_Diego_International_Airport
SAT,large_airport,San Antonio International Airport,29.53370094,-98.46980286,809,US-TX,San Antonio,KSAT,,http://en.wikipedia.org/wiki/San_Antonio_International_Airport
SAV,large_airport,Savannah Hilton Head International Airport,32.12760162,-81.20210266,50,US-GA,Savannah,KSAV,,http://en.wikipedia.org/wiki/Savannah/Hilton_Head_International_Airport
SBN,large_airport,South Bend Regional Airport,41.70869827,-86.31729889,799,US-IN,South Bend,KSBN,,http://en.wikipedia.org/wiki/South_Bend_Regional_Airport
SDF,large_airport,Louisville International Standiford Field,38.1744,-85.736,501,US-KY,Louisville,KSDF,http://www.flylouisville.com,http://en.wikipedia.org/wiki/Louisville_International_Airport
SEA,large_airport,Seattle Tacoma International Airport,47.44900131,-122.3089981,433,US-WA,Seattle,KSEA,http://www.portseattle.org/seatac/,http://en.wikipedia.org/wiki/Seattle-Tacoma_International_Airport
SFB,large_airport,Orlando Sanford International Airport,28.77759933,-81.23750305,55,US-FL,Orlando,KSFB,,http://en.wikipedia.org/wiki/Orlando_Sanford_International_Airport
SFO,large_airport,San Francisco International Airport,37.61899948,-122.375,13,US-CA,San Francisco,KSFO,http://www.flysfo.com/,http://en.wikipedia.org/wiki/San_Francisco_International_Airport
SGF,large_airport,Springfield Branson National Airport,37.24570084,-93.38860321,1268,US-MO,Springfield,KSGF,,http://en.wikipedia.org/wiki/Springfield/Branson_National_Airport
SHV,large_airport,Shreveport Regional Airport,32.44660187,-93.82559967,258,US-LA,Shreveport,KSHV,,http://en.wikipedia.org/wiki/Shreveport_Regional_Airport
SJC,large_airport,Norman Y. Mineta San Jose International Airport,37.362598,-121.929001,62,US-CA,San Jose,KSJC,http://www.flysanjose.com/,http://en.wikipedia.org/wiki/San_Jose_International_Airport
SKA,large_airport,Fairchild Air Force Base,47.61510086,-117.6559982,2461,US-WA,Spokane,KSKA,http://www.fairchild.af.mil/,http://en.wikipedia.org/wiki/Fairchild_Air_Force_Base
SLC,large_airport,Salt Lake City International Airport,40.78839874,-111.9779968,4227,US-UT,Salt Lake City,KSLC,,http://en.wikipedia.org/wiki/Salt_Lake_City_International_Airport
SMF,large_airport,Sacramento International Airport,38.69540024,-121.5910034,27,US-CA,Sacramento,KSMF,,http://en.wikipedia.org/wiki/Sacramento_International_Airport
SNA,large_airport,John Wayne Airport-Orange County Airport,33.67570114,-117.8679962,56,US-CA,Santa Ana,KSNA,http://www.ocair.com/,http://en.wikipedia.org/wiki/John_Wayne_Airport
SPI,large_airport,Abraham Lincoln Capital Airport,39.84410095,-89.67790222,598,US-IL,Springfield,KSPI,,http://en.wikipedia.org/wiki/Abraham_Lincoln_Capital_Airport
SPS,large_airport,Sheppard Air Force Base-Wichita Falls Municipal Airport,33.9888,-98.491898,1019,US-TX,Wichita Falls,KSPS,http://www.flywichitafalls.net/,http://en.wikipedia.org/wiki/Wichita_Falls_Municipal_Airport
SRQ,large_airport,Sarasota Bradenton International Airport,27.39539909,-82.55439758,30,US-FL,Sarasota/Bradenton,KSRQ,,http://en.wikipedia.org/wiki/Sarasota-Bradenton_International_Airport
SSC,large_airport,Shaw Air Force Base,33.97269821,-80.47059631,241,US-SC,Sumter,KSSC,http://www.shaw.af.mil/,http://en.wikipedia.org/wiki/Shaw_Air_Force_Base
STL,large_airport,St Louis Lambert International Airport,38.748697,-90.370003,618,US-MO,St Louis,KSTL,http://www.lambert-stlouis.com/,http://en.wikipedia.org/wiki/Lambert-St._Louis_International_Airport
